SiteID,Study,Age,PF_SF,Point_obs,Mist_nets,Transect,Vocal,TaxonID,Species,Abundance,For_dep
11,5,2,SF,Yes,No,No,No,6004294,Pyrocephalus rubinus,6.3,Low
11,5,2,SF,Yes,No,No,No,6004371,Attila spadiceus,,Medium
11,5,2,SF,Yes,No,No,No,6004391,Myiarchus cinerascens,16.7,Medium
11,5,2,SF,Yes,No,No,No,6004394,Myiarchus tyrannulus,,Medium
11,5,2,SF,Yes,No,No,No,6004408,Tyrannus melancholicus,2.1,Low
11,5,2,SF,Yes,No,No,No,6004411,Tyrannus crassirostris,2.1,Low
11,5,2,SF,Yes,No,No,No,6004438,Pitangus sulphuratus,,Low
11,5,2,SF,Yes,No,No,No,6005562,Vireo bellii,8.3,Low
11,5,2,SF,Yes,No,No,No,6005703,Cyanocorax sanblasianus,,Low
11,5,2,SF,Yes,No,No,No,6006444,Turdus migratorius,,Medium
11,5,2,SF,Yes,No,No,No,6006850,Mimus polyglottos,10.4,Low
11,5,2,SF,Yes,No,No,No,6006961,Thryothorus sinaloa,14.6,Medium
11,5,2,SF,Yes,No,No,No,6006977,Uropsila leucogastra,6.3,Medium
11,5,2,SF,Yes,No,No,No,6006992,Polioptila caerulea,56.3,Low
11,5,2,SF,Yes,No,No,No,6008978,Melospiza lincolnii,2.1,Non-forest
11,5,2,SF,Yes,No,No,No,6008996,Ammodramus savannarum,12.5,Non-forest
11,5,2,SF,Yes,No,No,No,6009009,Chondestes grammacus,4.2,Low
11,5,2,SF,Yes,No,No,No,6009015,Peucaea ruficauda,116.7,Low
11,5,2,SF,Yes,No,No,No,6009088,Vermivora celata,12.5,Low
11,5,2,SF,Yes,No,No,No,6009089,Vermivora ruficapilla,18.8,Medium
11,5,2,SF,Yes,No,No,No,6009092,Vermivora luciae,6.3,Non-forest
11,5,2,SF,Yes,No,No,No,6009097,Dendroica petechia,2.1,Low
11,5,2,SF,Yes,No,No,No,6009102,Dendroica coronata,,Medium
11,5,2,SF,Yes,No,No,No,6009151,Wilsonia pusilla,2.1,Medium
11,5,2,SF,Yes,No,No,No,6009194,Icteria virens,4.2,Medium
11,5,2,SF,Yes,No,No,No,6009299,Piranga ludoviciana,2.1,Medium
11,5,2,SF,Yes,No,No,No,6009349,Euphonia affinis,,Low
11,5,2,SF,Yes,No,No,No,6009525,Volatinia jacarina,43.8,Non-forest
11,5,2,SF,Yes,No,No,No,6009532,Sporophila torqueola,2.1,Non-forest
11,5,2,SF,Yes,No,No,No,6009621,Pheucticus melanocephalus,,High
11,5,2,SF,Yes,No,No,No,6009635,Saltator coerulescens,2.1,Medium
11,5,2,SF,Yes,No,No,No,6009647,Cyanocompsa parellina,12.5,Medium
11,5,2,SF,Yes,No,No,No,6009649,Passerina caerulea,8.3,Medium
11,5,2,SF,Yes,No,No,No,6009652,Passerina versicolor,31.3,Non-forest
11,5,2,SF,Yes,No,No,No,6009655,Passerina leclancherii,60.4,Medium
11,5,2,SF,Yes,No,No,No,6009676,Cacicus melanicterus,,Medium
11,5,2,SF,Yes,No,No,No,6009690,Icterus pustulatus,29.2,Low
11,5,2,SF,Yes,No,No,No,6009693,Icterus galbula,2.1,Low
11,5,2,SF,Yes,No,No,No,6009694,Icterus cucullatus,16.7,Low
11,5,2,SF,Yes,No,No,No,6009695,Icterus spurius,4.2,Low
11,5,2,SF,Yes,No,No,No,60032202,Zenaida asiatica,,Medium
11,5,2,SF,Yes,No,No,No,60032451,Vireo gilvus,2.1,High
12,5,5,SF,Yes,No,No,No,60066,Ortalis poliocephala,,Medium
12,5,5,SF,Yes,No,No,No,600583,Melanerpes chrysogenys,14.8,Medium
12,5,5,SF,Yes,No,No,No,600651,Picoides scalaris,,Medium
12,5,5,SF,Yes,No,No,No,600713,Campephilus guatemalensis,3.7,High
12,5,5,SF,Yes,No,No,No,6001312,Piaya cayana,1.9,Medium
12,5,5,SF,Yes,No,No,No,6001322,Crotophaga sulcirostris,,Non-forest
12,5,5,SF,Yes,No,No,No,6001568,Aratinga finschi,,Medium
12,5,5,SF,Yes,No,No,No,6001577,Aratinga canicularis,,Medium
12,5,5,SF,Yes,No,No,No,6001894,Cynanthus latirostris,11.1,Low
12,5,5,SF,Yes,No,No,No,6001952,Amazilia rutila,,Medium
12,5,5,SF,Yes,No,No,No,6002485,Patagioenas flavirostris,1.9,Medium
12,5,5,SF,Yes,No,No,No,6002554,Zenaida macroura,,Medium
12,5,5,SF,Yes,No,No,No,6002560,Columbina inca,9.3,Non-forest
12,5,5,SF,Yes,No,No,No,6002562,Columbina passerina,74.1,Non-forest
12,5,5,SF,Yes,No,No,No,6002564,Columbina talpacoti,1.9,Non-forest
12,5,5,SF,Yes,No,No,No,6002577,Leptotila verreauxi,1.9,Medium
12,5,5,SF,Yes,No,No,No,6003596,Falco sparverius,5.6,Low
12,5,5,SF,Yes,No,No,No,6004119,Camptostoma imberbe,14.8,Low
12,5,5,SF,Yes,No,No,No,6004286,Empidonax difficilis,11.1,Medium
12,5,5,SF,Yes,No,No,No,6004294,Pyrocephalus rubinus,,Low
12,5,5,SF,Yes,No,No,No,6004371,Attila spadiceus,,Medium
12,5,5,SF,Yes,No,No,No,6004391,Myiarchus cinerascens,20.4,Medium
12,5,5,SF,Yes,No,No,No,6004394,Myiarchus tyrannulus,3.7,Medium
12,5,5,SF,Yes,No,No,No,6004408,Tyrannus melancholicus,7.4,Low
12,5,5,SF,Yes,No,No,No,6004411,Tyrannus crassirostris,9.3,Low
12,5,5,SF,Yes,No,No,No,6005562,Vireo bellii,18.5,Low
12,5,5,SF,Yes,No,No,No,6005574,Vireo hypochryseus,3.7,Low
12,5,5,SF,Yes,No,No,No,6005703,Cyanocorax sanblasianus,,Low
12,5,5,SF,Yes,No,No,No,6006850,Mimus polyglottos,5.6,Low
12,5,5,SF,Yes,No,No,No,6006949,Thryothorus felix,7.4,Medium
12,5,5,SF,Yes,No,No,No,6006961,Thryothorus sinaloa,13,Medium
12,5,5,SF,Yes,No,No,No,6006977,Uropsila leucogastra,5.6,Medium
12,5,5,SF,Yes,No,No,No,6006992,Polioptila caerulea,92.6,Low
12,5,5,SF,Yes,No,No,No,6006997,Polioptila albiloris,3.7,Low
12,5,5,SF,Yes,No,No,No,6008829,Carduelis psaltria,,Non-forest
12,5,5,SF,Yes,No,No,No,6008996,Ammodramus savannarum,3.7,Non-forest
12,5,5,SF,Yes,No,No,No,6009009,Chondestes grammacus,42.6,Low
12,5,5,SF,Yes,No,No,No,6009015,Peucaea ruficauda,48.2,Low
12,5,5,SF,Yes,No,No,No,6009088,Vermivora celata,13,Low
12,5,5,SF,Yes,No,No,No,6009089,Vermivora ruficapilla,25.9,Medium
12,5,5,SF,Yes,No,No,No,6009092,Vermivora luciae,13,Non-forest
12,5,5,SF,Yes,No,No,No,6009094,Parula pitiayumi,1.9,Medium
12,5,5,SF,Yes,No,No,No,6009097,Dendroica petechia,7.4,Low
12,5,5,SF,Yes,No,No,No,6009102,Dendroica coronata,,Medium
12,5,5,SF,Yes,No,No,No,6009137,Geothlypis trichas,1.9,Low
12,5,5,SF,Yes,No,No,No,6009151,Wilsonia pusilla,1.9,Medium
12,5,5,SF,Yes,No,No,No,6009194,Icteria virens,3.7,Medium
12,5,5,SF,Yes,No,No,No,6009299,Piranga ludoviciana,1.9,Medium
12,5,5,SF,Yes,No,No,No,6009349,Euphonia affinis,9.3,Low
12,5,5,SF,Yes,No,No,No,6009525,Volatinia jacarina,7.4,Non-forest
12,5,5,SF,Yes,No,No,No,6009624,Cardinalis sinuatus,1.9,Non-forest
12,5,5,SF,Yes,No,No,No,6009635,Saltator coerulescens,24.1,Medium
12,5,5,SF,Yes,No,No,No,6009647,Cyanocompsa parellina,,Medium
12,5,5,SF,Yes,No,No,No,6009649,Passerina caerulea,3.7,Medium
12,5,5,SF,Yes,No,No,No,6009652,Passerina versicolor,9.3,Non-forest
12,5,5,SF,Yes,No,No,No,6009655,Passerina leclancherii,33.3,Medium
12,5,5,SF,Yes,No,No,No,6009676,Cacicus melanicterus,,Medium
12,5,5,SF,Yes,No,No,No,6009690,Icterus pustulatus,24.1,Low
12,5,5,SF,Yes,No,No,No,6009695,Icterus spurius,1.9,Low
12,5,5,SF,Yes,No,No,No,6009751,Molothrus ater,,Low
12,5,5,SF,Yes,No,No,No,60032202,Zenaida asiatica,,Medium
12,5,5,SF,Yes,No,No,No,60032451,Vireo gilvus,3.7,High
13,6,0,PF,Yes,Yes,No,Yes,60060,Ortalis vetula,2,Low
13,6,0,PF,Yes,Yes,No,Yes,60094,Penelopina nigra,16,High
13,6,0,PF,Yes,Yes,No,Yes,600314,Dendrortyx leucophrys,1,High
13,6,0,PF,Yes,Yes,No,Yes,600655,Picoides villosus,10,High
13,6,0,PF,Yes,Yes,No,Yes,600685,Colaptes auratus,1,Medium
13,6,0,PF,Yes,Yes,No,Yes,600837,Aulacorhynchus prasinus,7,Medium
13,6,0,PF,Yes,Yes,No,Yes,600997,Pharomachrus mocinno,17,High
13,6,0,PF,Yes,Yes,No,Yes,6001013,Trogon mexicanus,11,High
13,6,0,PF,Yes,Yes,No,Yes,6001015,Trogon collaris,2,High
13,6,0,PF,Yes,Yes,No,Yes,6001052,Aspatha gularis,3,High
13,6,0,PF,Yes,Yes,No,Yes,6001611,Bolborhynchus lineola,2,Medium
13,6,0,PF,Yes,Yes,No,Yes,6001970,Lampornis amethystinus,46,High
13,6,0,PF,Yes,Yes,No,Yes,6001975,Lamprolaima rhami,11,High
13,6,0,PF,Yes,Yes,No,Yes,6002481,Patagioenas fasciata,9,Medium
13,6,0,PF,Yes,Yes,No,Yes,6004109,Zimmerius vilissimus,26,Medium
13,6,0,PF,Yes,Yes,No,Yes,6004262,Mitrephanes phaeocercus,12,Medium
13,6,0,PF,Yes,Yes,No,Yes,6004996,Sclerurus mexicanus,5,High
13,6,0,PF,Yes,Yes,No,Yes,6005043,Xiphorhynchus erythropygius,1,Medium
13,6,0,PF,Yes,Yes,No,Yes,6005580,Vireo plumbeus,7,High
13,6,0,PF,Yes,Yes,No,Yes,6005698,Cyanolyca pumilo,16,High
13,6,0,PF,Yes,Yes,No,Yes,6005702,Cyanocorax melanocyaneus,1,Medium
13,6,0,PF,Yes,Yes,No,Yes,6006353,Myadestes occidentalis,15,High
13,6,0,PF,Yes,Yes,No,Yes,6006359,Myadestes unicolor,30,High
13,6,0,PF,Yes,Yes,No,Yes,6006364,Catharus aurantiirostris,4,Medium
13,6,0,PF,Yes,Yes,No,Yes,6006367,Catharus frantzii,35,Medium
13,6,0,PF,Yes,Yes,No,Yes,6006416,Turdus infuscatus,15,High
13,6,0,PF,Yes,Yes,No,Yes,6006428,Turdus plebejus,5,Medium
13,6,0,PF,Yes,Yes,No,Yes,6006434,Turdus grayi,35,Low
13,6,0,PF,Yes,Yes,No,Yes,6006445,Turdus rufitorques,1,Medium
13,6,0,PF,Yes,Yes,No,Yes,6006849,Melanotis hypoleucus,11,Medium
13,6,0,PF,Yes,Yes,No,Yes,6006962,Thryothorus modestus,13,Medium
13,6,0,PF,Yes,Yes,No,Yes,6006969,Troglodytes aedon,7,Low
13,6,0,PF,Yes,Yes,No,Yes,6006971,Troglodytes rufociliatus,14,High
13,6,0,PF,Yes,Yes,No,Yes,6006979,Henicorhina leucophrys,35,High
13,6,0,PF,Yes,Yes,No,Yes,6008823,Carduelis notata,4,Medium
13,6,0,PF,Yes,Yes,No,Yes,6008980,Zonotrichia capensis,3,Non-forest
13,6,0,PF,Yes,Yes,No,Yes,6009069,Arremon brunneinucha,45,Medium
13,6,0,PF,Yes,Yes,No,Yes,6009095,Parula superciliosa,3,High
13,6,0,PF,Yes,Yes,No,Yes,6009136,Oporornis tolmiei,5,Medium
13,6,0,PF,Yes,Yes,No,Yes,6009151,Wilsonia pusilla,4,Medium
13,6,0,PF,Yes,Yes,No,Yes,6009157,Myioborus miniatus,6,Medium
13,6,0,PF,Yes,Yes,No,Yes,6009184,Basileuterus belli,55,High
13,6,0,PF,Yes,Yes,No,Yes,6009224,Chlorospingus ophthalmicus,163,Medium
13,6,0,PF,Yes,Yes,No,Yes,6009360,Euphonia elegantissima,9,Medium
13,6,0,PF,Yes,Yes,No,Yes,6009377,Chlorophonia occipitalis,1,Medium
13,6,0,PF,Yes,Yes,No,Yes,6009581,Diglossa baritula,2,Low
13,6,0,PF,Yes,Yes,No,Yes,6009632,Saltator atriceps,3,Medium
13,6,0,PF,Yes,Yes,No,Yes,6009738,Quiscalus mexicanus,1,Low
13,6,0,PF,Yes,Yes,No,Yes,60032214,Atlapetes albinucha,17,Medium
13,6,0,PF,Yes,Yes,No,Yes,60032682,Automolus rubiginosus,5,High
13,6,0,PF,Yes,Yes,No,Yes,60032692,Caprimulgus vociferus,1,High
14,6,4,SF,Yes,Yes,No,Yes,60094,Penelopina nigra,16,High
14,6,4,SF,Yes,Yes,No,Yes,600314,Dendrortyx leucophrys,4,High
14,6,4,SF,Yes,Yes,No,Yes,600655,Picoides villosus,8,High
14,6,4,SF,Yes,Yes,No,Yes,600685,Colaptes auratus,3,Medium
14,6,4,SF,Yes,Yes,No,Yes,600837,Aulacorhynchus prasinus,5,Medium
14,6,4,SF,Yes,Yes,No,Yes,600997,Pharomachrus mocinno,13,High
14,6,4,SF,Yes,Yes,No,Yes,6001013,Trogon mexicanus,7,High
14,6,4,SF,Yes,Yes,No,Yes,6001052,Aspatha gularis,7,High
14,6,4,SF,Yes,Yes,No,Yes,6001611,Bolborhynchus lineola,1,Medium
14,6,4,SF,Yes,Yes,No,Yes,6001847,Colibri thalassinus,1,Low
14,6,4,SF,Yes,Yes,No,Yes,6001862,Abeillia abeillei,2,High
14,6,4,SF,Yes,Yes,No,Yes,6001970,Lampornis amethystinus,45,High
14,6,4,SF,Yes,Yes,No,Yes,6001971,Lampornis viridipallens,2,High
14,6,4,SF,Yes,Yes,No,Yes,6001975,Lamprolaima rhami,7,High
14,6,4,SF,Yes,Yes,No,Yes,6002105,Atthis ellioti,6,High
14,6,4,SF,Yes,Yes,No,Yes,6002244,Strix fulvescens,1,High
14,6,4,SF,Yes,Yes,No,Yes,6002481,Patagioenas fasciata,3,Medium
14,6,4,SF,Yes,Yes,No,Yes,6004109,Zimmerius vilissimus,13,Medium
14,6,4,SF,Yes,Yes,No,Yes,6004262,Mitrephanes phaeocercus,12,Medium
14,6,4,SF,Yes,Yes,No,Yes,6004288,Empidonax flavescens,1,Medium
14,6,4,SF,Yes,Yes,No,Yes,6004996,Sclerurus mexicanus,2,High
14,6,4,SF,Yes,Yes,No,Yes,6005043,Xiphorhynchus erythropygius,1,Medium
14,6,4,SF,Yes,Yes,No,Yes,6005698,Cyanolyca pumilo,8,High
14,6,4,SF,Yes,Yes,No,Yes,6005702,Cyanocorax melanocyaneus,3,Medium
14,6,4,SF,Yes,Yes,No,Yes,6006353,Myadestes occidentalis,16,High
14,6,4,SF,Yes,Yes,No,Yes,6006359,Myadestes unicolor,15,High
14,6,4,SF,Yes,Yes,No,Yes,6006364,Catharus aurantiirostris,5,Medium
14,6,4,SF,Yes,Yes,No,Yes,6006367,Catharus frantzii,31,Medium
14,6,4,SF,Yes,Yes,No,Yes,6006416,Turdus infuscatus,8,High
14,6,4,SF,Yes,Yes,No,Yes,6006428,Turdus plebejus,8,Medium
14,6,4,SF,Yes,Yes,No,Yes,6006434,Turdus grayi,33,Low
14,6,4,SF,Yes,Yes,No,Yes,6006445,Turdus rufitorques,4,Medium
14,6,4,SF,Yes,Yes,No,Yes,6006849,Melanotis hypoleucus,13,Medium
14,6,4,SF,Yes,Yes,No,Yes,6006962,Thryothorus modestus,13,Medium
14,6,4,SF,Yes,Yes,No,Yes,6006969,Troglodytes aedon,10,Low
14,6,4,SF,Yes,Yes,No,Yes,6006971,Troglodytes rufociliatus,2,High
14,6,4,SF,Yes,Yes,No,Yes,6006979,Henicorhina leucophrys,29,High
14,6,4,SF,Yes,Yes,No,Yes,6007083,Tachycineta thalassina,1,Low
14,6,4,SF,Yes,Yes,No,Yes,6008823,Carduelis notata,13,Medium
14,6,4,SF,Yes,Yes,No,Yes,6008980,Zonotrichia capensis,5,Non-forest
14,6,4,SF,Yes,Yes,No,Yes,6009036,Melozone biarcuata,3,Medium
14,6,4,SF,Yes,Yes,No,Yes,6009069,Arremon brunneinucha,52,Medium
14,6,4,SF,Yes,Yes,No,Yes,6009095,Parula superciliosa,7,High
14,6,4,SF,Yes,Yes,No,Yes,6009136,Oporornis tolmiei,1,Medium
14,6,4,SF,Yes,Yes,No,Yes,6009157,Myioborus miniatus,4,Medium
14,6,4,SF,Yes,Yes,No,Yes,6009184,Basileuterus belli,54,High
14,6,4,SF,Yes,Yes,No,Yes,6009224,Chlorospingus ophthalmicus,89,Medium
14,6,4,SF,Yes,Yes,No,Yes,6009360,Euphonia elegantissima,4,Medium
14,6,4,SF,Yes,Yes,No,Yes,6009471,Haplospiza rustica,3,Medium
14,6,4,SF,Yes,Yes,No,Yes,6009574,Tiaris olivaceus,2,Non-forest
14,6,4,SF,Yes,Yes,No,Yes,6009581,Diglossa baritula,6,Low
14,6,4,SF,Yes,Yes,No,Yes,6009632,Saltator atriceps,2,Medium
14,6,4,SF,Yes,Yes,No,Yes,6009738,Quiscalus mexicanus,4,Low
14,6,4,SF,Yes,Yes,No,Yes,60032214,Atlapetes albinucha,42,Medium
14,6,4,SF,Yes,Yes,No,Yes,60032682,Automolus rubiginosus,2,High
18,8,0,PF,Yes,No,No,Yes,600210,Arborophila atrogularis,1.25,Medium
18,8,0,PF,Yes,No,No,Yes,600540,Picumnus innominatus,0.3,High
18,8,0,PF,Yes,No,No,Yes,600721,Picus chlorolophus,0.25,Medium
18,8,0,PF,Yes,No,No,Yes,600723,Picus flavinucha,0.35,High
18,8,0,PF,Yes,No,No,Yes,600734,Picus canus,0.2,Medium
18,8,0,PF,Yes,No,No,Yes,600739,Chrysocolaptes lucidus,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,600745,Blythipicus pyrrhotis,0.45,High
18,8,0,PF,Yes,No,No,Yes,600754,Mulleripicus pulverulentus,0.1,High
18,8,0,PF,Yes,No,No,Yes,600756,Megalaima virens,0.65,High
18,8,0,PF,Yes,No,No,Yes,600770,Megalaima asiatica,2.55,Medium
18,8,0,PF,Yes,No,No,Yes,600776,Megalaima australis,0.5,Medium
18,8,0,PF,Yes,No,No,Yes,600947,Anthracoceros albirostris,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,600952,Buceros bicornis,0.2,High
18,8,0,PF,Yes,No,No,Yes,6001031,Harpactes erythrocephalus,0.2,High
18,8,0,PF,Yes,No,No,Yes,6001161,Nyctyornis athertoni,0.05,High
18,8,0,PF,Yes,No,No,Yes,6001199,Cuculus varius,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6001216,Cacomantis merulinus,0.1,Low
18,8,0,PF,Yes,No,No,Yes,6001249,Phaenicophaeus tristis,0.15,Medium
18,8,0,PF,Yes,No,No,Yes,6001515,Loriculus vernalis,0.2,Medium
18,8,0,PF,Yes,No,No,Yes,6002262,Glaucidium brodiei,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6002276,Glaucidium cuculoides,0.1,Medium
18,8,0,PF,Yes,No,No,Yes,6002278,Glaucidium radiatum,0.25,Medium
18,8,0,PF,Yes,No,No,Yes,6002534,Chalcophaps indica,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6002636,Treron curvirostra,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6002648,Treron apicauda,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6002740,Ducula badia,0.75,High
18,8,0,PF,Yes,No,No,Yes,6003995,Pitta nipalensis,0.1,Medium
18,8,0,PF,Yes,No,No,Yes,6004034,Serilophus lunatus,0.1,Medium
18,8,0,PF,Yes,No,No,Yes,6004035,Psarisomus dalhousiae,0.2,Medium
18,8,0,PF,Yes,No,No,Yes,6005507,Irena puella,0.2,High
18,8,0,PF,Yes,No,No,Yes,6005515,Chloropsis hardwickii,0.9,Medium
18,8,0,PF,Yes,No,No,Yes,6005732,Cissa chinensis,0.25,Medium
18,8,0,PF,Yes,No,No,Yes,6005737,Dendrocitta formosae,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6005896,Oriolus traillii,0.55,High
18,8,0,PF,Yes,No,No,Yes,6005946,Coracina melaschistos,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6005981,Hemipus picatus,0.1,Medium
18,8,0,PF,Yes,No,No,Yes,6005988,Rhipidura albicollis,0.1,Medium
18,8,0,PF,Yes,No,No,Yes,6006035,Dicrurus leucophaeus,0.1,Low
18,8,0,PF,Yes,No,No,Yes,6006038,Dicrurus aeneus,0.45,Medium
18,8,0,PF,Yes,No,No,Yes,6006039,Dicrurus remifer,0.35,Medium
18,8,0,PF,Yes,No,No,Yes,6006048,Dicrurus paradiseus,1.3,Medium
18,8,0,PF,Yes,No,No,Yes,6006061,Hypothymis azurea,1.35,Medium
18,8,0,PF,Yes,No,No,Yes,6006147,Aegithina tiphia,0.1,Medium
18,8,0,PF,Yes,No,No,Yes,6006242,Tephrodornis gularis,0.15,Medium
18,8,0,PF,Yes,No,No,Yes,6006301,Myophonus caeruleus,0.2,High
18,8,0,PF,Yes,No,No,Yes,6006524,Ficedula hyperythra,1.15,Medium
18,8,0,PF,Yes,No,No,Yes,6006535,Ficedula westermanni,0.3,Medium
18,8,0,PF,Yes,No,No,Yes,6006556,Cyornis concretus,0.35,Medium
18,8,0,PF,Yes,No,No,Yes,6006561,Cyornis poliogenys,0.75,Low
18,8,0,PF,Yes,No,No,Yes,6006573,Culicicapa ceylonensis,0.8,Medium
18,8,0,PF,Yes,No,No,Yes,6006670,Enicurus immaculatus,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6006841,Gracula religiosa,0.1,Medium
18,8,0,PF,Yes,No,No,Yes,6006883,Sitta castanea,0.25,Medium
18,8,0,PF,Yes,No,No,Yes,6007067,Melanochlora sultanea,0.35,Medium
18,8,0,PF,Yes,No,No,Yes,6007180,Pycnonotus melanicterus,1.45,Medium
18,8,0,PF,Yes,No,No,Yes,6007277,Alophoixus flaveolus,3.55,Medium
18,8,0,PF,Yes,No,No,Yes,6007296,Hemixos flavala,1.1,Medium
18,8,0,PF,Yes,No,No,Yes,6007299,Hypsipetes virescens,0.25,Medium
18,8,0,PF,Yes,No,No,Yes,6007534,Tesia cyaniventer,0.25,High
18,8,0,PF,Yes,No,No,Yes,6007647,Orthotomus atrogularis,0.2,Medium
18,8,0,PF,Yes,No,No,Yes,6007719,Phylloscopus inornatus,2.05,Medium
18,8,0,PF,Yes,No,No,Yes,6007721,Phylloscopus trochiloides,1,Medium
18,8,0,PF,Yes,No,No,Yes,6007731,Phylloscopus cantator,0.1,Medium
18,8,0,PF,Yes,No,No,Yes,6007847,Pellorneum ruficeps,0.45,Medium
18,8,0,PF,Yes,No,No,Yes,6007867,Pomatorhinus hypoleucos,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6007908,Stachyris rufifrons,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,6007924,Stachyris nigriceps,0.25,Medium
18,8,0,PF,Yes,No,No,Yes,6008013,Alcippe nipalensis,1.55,Medium
18,8,0,PF,Yes,No,No,Yes,6008039,Erpornis zantholeuca,1.05,Medium
18,8,0,PF,Yes,No,No,Yes,6008209,Dicaeum concolor,1.5,Medium
18,8,0,PF,Yes,No,No,Yes,6008340,Aethopyga saturata,0.45,Low
18,8,0,PF,Yes,No,No,Yes,6008344,Arachnothera longirostra,0.15,Medium
18,8,0,PF,Yes,No,No,Yes,6008352,Arachnothera magna,0.5,Medium
18,8,0,PF,Yes,No,No,Yes,60031520,Trichastoma tickelli,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,60032261,Chloropsis cochinchinensis,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,60032266,Copsychus malabaricus,0.8,Medium
18,8,0,PF,Yes,No,No,Yes,60032269,Phylloscopus reguloides,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,60032280,Chloropsis aurifrons,0.4,Medium
18,8,0,PF,Yes,No,No,Yes,60032281,Seicercus burkii,0.1,High
18,8,0,PF,Yes,No,No,Yes,60032374,Garrulax leucolophus,0.35,Medium
18,8,0,PF,Yes,No,No,Yes,60032458,Macronous gularis,0.8,Medium
18,8,0,PF,Yes,No,No,Yes,60032460,Gampsorhynchus rufulus,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,60032518,Pomatorhinus horsfieldii,0.05,Medium
18,8,0,PF,Yes,No,No,Yes,60032657,Polyplectron bicalcaratum,1.45,High
19,8,1,SF,Yes,No,No,Yes,600246,Gallus gallus,0.25,Low
19,8,1,SF,Yes,No,No,Yes,600734,Picus canus,0.05,Medium
19,8,1,SF,Yes,No,No,Yes,600739,Chrysocolaptes lucidus,0.05,Medium
19,8,1,SF,Yes,No,No,Yes,600770,Megalaima asiatica,0.1,Medium
19,8,1,SF,Yes,No,No,Yes,600984,Upupa epops,0.05,Non-forest
19,8,1,SF,Yes,No,No,Yes,6001179,Merops philippinus,0.1,Low
19,8,1,SF,Yes,No,No,Yes,6001282,Centropus sinensis,0.15,Low
19,8,1,SF,Yes,No,No,Yes,6002276,Glaucidium cuculoides,0.05,Medium
19,8,1,SF,Yes,No,No,Yes,6002278,Glaucidium radiatum,0.05,Medium
19,8,1,SF,Yes,No,No,Yes,6002501,Streptopelia orientalis,0.35,Medium
19,8,1,SF,Yes,No,No,Yes,6002503,Stigmatopelia chinensis,1.6,Medium
19,8,1,SF,Yes,No,No,Yes,6002636,Treron curvirostra,0.05,Medium
19,8,1,SF,Yes,No,No,Yes,6003327,Aviceda jerdoni,0.1,Medium
19,8,1,SF,Yes,No,No,Yes,6003425,Accipiter badius,0.25,Medium
19,8,1,SF,Yes,No,No,Yes,6003590,Falco tinnunculus,0.05,Low
19,8,1,SF,Yes,No,No,Yes,6005534,Lanius tephronotus,0.55,Low
19,8,1,SF,Yes,No,No,Yes,6005737,Dendrocitta formosae,0.4,Medium
19,8,1,SF,Yes,No,No,Yes,6005784,Corvus macrorhynchos,0.05,Medium
19,8,1,SF,Yes,No,No,Yes,6005910,Coracina novaehollandiae,0.1,Medium
19,8,1,SF,Yes,No,No,Yes,6006035,Dicrurus leucophaeus,0.15,Low
19,8,1,SF,Yes,No,No,Yes,6006038,Dicrurus aeneus,0.65,Medium
19,8,1,SF,Yes,No,No,Yes,6006061,Hypothymis azurea,0.1,Medium
19,8,1,SF,Yes,No,No,Yes,6006295,Monticola solitarius,0.05,Non-forest
19,8,1,SF,Yes,No,No,Yes,6006561,Cyornis poliogenys,0.05,Low
19,8,1,SF,Yes,No,No,Yes,6006594,Luscinia calliope,0.7,Low
19,8,1,SF,Yes,No,No,Yes,6006651,Phoenicurus ochruros,0.05,Non-forest
19,8,1,SF,Yes,No,No,Yes,6006687,Saxicola ferreus,0.25,Low
19,8,1,SF,Yes,No,No,Yes,6006807,Sturnus malabaricus,0.05,Low
19,8,1,SF,Yes,No,No,Yes,6007180,Pycnonotus melanicterus,0.1,Medium
19,8,1,SF,Yes,No,No,Yes,6007183,Pycnonotus jocosus,0.2,Low
19,8,1,SF,Yes,No,No,Yes,6007196,Pycnonotus cafer,2.9,Medium
19,8,1,SF,Yes,No,No,Yes,6007296,Hemixos flavala,0.05,Medium
19,8,1,SF,Yes,No,No,Yes,6007370,Prinia rufescens,2.05,Medium
19,8,1,SF,Yes,No,No,Yes,6007371,Prinia hodgsonii,0.3,Medium
19,8,1,SF,Yes,No,No,Yes,6007646,Orthotomus sutorius,3.85,Low
19,8,1,SF,Yes,No,No,Yes,6007847,Pellorneum ruficeps,0.05,Medium
